deltaVLTM_mps,deltaVLCM_mps,totalDV_mps,R_LCM_km,V_LCM_kmps,R_30d_km,V_30d_kmps
1093.82191144824,7.49396854203064,1101.31587999027,14125.8455023817,0.00274351068252987,0.105832711798228,0.00561073656582119
1105.38031208507,19.7165890479976,1125.09690113307,21474.7871794651,0.0124114158585414,0.281095332465356,0.0086394236555157
1096.86190543086,21.2853354991004,1118.14724092996,22596.81065585,0.0130338423336607,0.278752943394997,0.00900087146245306
1099.30326635751,18.9041320668421,1118.20739842435,20035.8115830704,0.0125797640312712,0.261521753034154,0.0080706540716092
1101.01358092654,18.762388703531,1119.77596963007,20928.5434901411,0.0113188422396763,0.23884561327019,0.00836705771436649
1092.18211786068,7.42760398922533,1099.60972184991,13037.129951779,0.00422072151540223,0.0909059449480991,0.0051293847557734
1096.79111017173,8.91799948235146,1105.70910965408,14199.3366567368,0.00518498642572797,0.108547022173998,0.0056732917861511
1101.62480355134,13.260166709575,1114.88497026092,17778.5283340271,0.00734597653692514,0.196596886683577,0.00715550797148858
1098.12643408794,17.8318615622888,1115.95829565023,20755.0495884805,0.0102897882868385,0.240801873187649,0.0082971421086838
1092.61549716271,19.0184876974356,1111.63398486015,20362.277041698,0.0119551789596706,0.226087874081712,0.00808439075361191
1093.81598298022,21.1987817345815,1115.0147647148,21514.0489233614,0.0139717735290699,0.268009055803115,0.00859947461186914
1101.07015716533,11.8086185517922,1112.87877571713,15395.8517799822,0.00776064780343151,0.154600592066958,0.00618385908181273
1106.89562522894,34.074220293235,1140.96984552218,30774.4756381413,0.0229710900545775,0.546435183827227,0.0123413593532675
1095.31990737479,7.99809350429314,1103.31800087908,14782.6132454197,0.00276187715581344,0.122215404249012,0.00591193160397576
1105.17578491092,20.6040894111222,1125.77987432205,21805.871454355,0.0133030055388823,0.309603852727835,0.00877520073017329
1095.20023610279,28.8614477855987,1124.06168388838,26203.1064402526,0.0187789148544338,0.381694452501339,0.0102524477604914
1097.83230752386,20.8773524886485,1118.70966001251,22112.7573628437,0.0132530238898376,0.291869392014826,0.00887236029384974
1097.30420469936,9.61805435752828,1106.92225905688,11278.9638830692,0.00860536840009986,0.0750388923661247,0.00453491591046599
1097.59099528515,15.4224952561124,1113.01349054126,18943.5609930784,0.00852485408078692,0.19013344337284,0.00753770213005966
1091.10487367792,17.9789000436522,1109.08377372157,19498.4920095025,0.0108696214949729,0.207743508512327,0.00763859131822722
1094.79969644882,14.7554196491028,1109.55511609792,17978.2419773836,0.00898825862503678,0.190416289689014,0.00720430156282265
1100.60937742695,16.0270692057615,1116.63644663271,19698.7117274492,0.00898375866808401,0.221977195826508,0.00789949683625539
1096.06283313636,13.8896732635927,1109.95250639996,17158.333911218,0.00808500495658759,0.153796304860426,0.00679368823673947
1093.84971405471,5.56845299021659,1099.41816704493,12635.5362116156,0.00322782672138178,0.0929701454987009,0.0050652995778697
1099.02488479728,12.2036323334902,1111.22851713077,17310.7909969001,0.00629477947550826,0.18226984650284,0.006960850558851
1103.92238417908,17.1015398943411,1121.02392407342,16666.0976238352,0.0124238203948766,0.170425983528191,0.00661829092370489
