Time (s),Station ID,Range rate (km/s)
334060,4,2.28002335
334070,4,2.280073236
334080,4,2.28012369
334090,4,2.280170965
334100,4,2.280222951
334110,4,2.280270834
334120,4,2.280320383
334130,4,2.280369989
334140,4,2.28041974
334150,4,2.280469
334160,4,2.280519154
334170,4,2.280568597
334180,4,2.280617893
334190,4,2.280669027
334200,4,2.28071587
334210,4,2.280765637
334220,4,2.280816556
334230,4,2.280864351
334240,4,2.280915037
334250,4,2.280963768
334260,4,2.28101386
334270,4,2.281063565
334280,4,2.281116043
334290,4,2.281163854
334300,4,2.281213057
334310,4,2.281262599
334320,4,2.281312287
334330,4,2.281362539
334340,4,2.281412592
334350,4,2.281462456
334360,4,2.281512237
334370,4,2.281563049
334380,4,2.281612702
334390,4,2.281661622
334400,4,2.281711438
334410,4,2.281760269
334420,4,2.281813254
334430,4,2.281863604
334440,4,2.281912737
334450,4,2.281960233
334460,4,2.282012674
334470,4,2.282061586
334480,4,2.282111304
334490,4,2.282159675
334500,4,2.282212218
334510,4,2.282261992
334520,4,2.2823121
334530,4,2.282362565
334540,4,2.282413328
334550,4,2.282463397
334560,4,2.282514125
334570,4,2.282562596
334580,4,2.282613663
334590,4,2.282663186
334600,4,2.282713299
334610,4,2.282762886
334620,4,2.282813611
334630,4,2.282863313
334640,4,2.282914571
334650,4,2.28296328
334660,4,2.28301433
334670,4,2.283066268
334680,4,2.283118379
334690,4,2.283168318
334700,4,2.283218289
334710,4,2.283267597
334720,4,2.283318606
334730,4,2.283368883
334740,4,2.283421878
334750,4,2.283468332
334760,4,2.283520556
334770,4,2.283570728
334780,4,2.283622421
334790,4,2.283672815
334800,4,2.283722494
334810,4,2.28377292
334820,4,2.283824803
334830,4,2.283873596
334840,4,2.283926061
334850,4,2.283974589
334860,4,2.284025954
334870,4,2.284077118
334880,4,2.284127345
334890,4,2.284180418
334900,4,2.284229196
334910,4,2.284281896
334920,4,2.284331795
334930,4,2.284383003
334940,4,2.284433065
334950,4,2.284484065
334960,4,2.284536569
334970,4,2.284586418
334980,4,2.284635987
334990,4,2.284688413
335000,4,2.28473654
335010,4,2.284787669
335020,4,2.284840977
335030,4,2.284892147
335040,4,2.284941185
335050,4,2.284993336
335060,4,2.285043184
335070,4,2.285097492
335080,4,2.285148506
335090,4,2.285198583
335100,4,2.285247746
335110,4,2.285300446
335120,4,2.285350993
335130,4,2.285403987
335140,4,2.285454772
335150,4,2.285506205
335160,4,2.285554217
335170,4,2.28560748
335180,4,2.285658729
335190,4,2.285708918
335200,4,2.285758471
335210,4,2.285812475
335220,4,2.285864867
335230,4,2.285914642
335240,4,2.285966652
335250,4,2.28601678
335260,4,2.286067127
335270,4,2.28612152
335280,4,2.286171228
335290,4,2.286223004
335300,4,2.286274899
335310,4,2.286324952
335320,4,2.286377662
335330,4,2.286429085
335340,4,2.286479035
335350,4,2.286529403
335360,4,2.286583997
335370,4,2.286632894
335380,4,2.286686265
335390,4,2.286736494
335400,4,2.286790545
335410,4,2.286839585
335420,4,2.286890331
335430,4,2.286944419
335440,4,2.286994363
335450,4,2.287046502
335460,4,2.287098939
335470,4,2.287150702
335480,4,2.287201013
335490,4,2.287253043
335500,4,2.287306697
335510,4,2.287356634
335520,4,2.287408864
335530,4,2.287459973
335540,4,2.287510597
335550,4,2.287564539
335560,4,2.28761395
335570,4,2.28766895
335580,4,2.287720756
335590,4,2.287772074
335600,4,2.28782409
335610,4,2.287875642
335620,4,2.287927521
335630,4,2.28797886
335640,4,2.288031799
335650,4,2.288082798
335660,4,2.288133733
335670,4,2.28818768
335680,4,2.288238635
335690,4,2.288290612
335700,4,2.288341038
335710,4,2.288394845
335720,4,2.288446479
335730,4,2.288497347
335740,4,2.288549843
335750,4,2.288601385
335760,4,2.288654175
335770,4,2.288705594
335780,4,2.288758206
335790,4,2.288810038
335800,4,2.288863727
335810,4,2.288913986
335820,4,2.288966675
335830,4,2.28901723
335840,4,2.289071947
335850,4,2.289123801
335860,4,2.289176197
335870,4,2.289228079
335880,4,2.289279544
335890,4,2.289330888
335900,4,2.289384772
335910,4,2.289436854
335920,4,2.289490731
335930,4,2.289541672
335940,4,2.28959255
335950,4,2.289646083
335960,4,2.289698673
335970,4,2.289751787
335980,4,2.289804505
335990,4,2.289855997
336000,4,2.289907992
336010,4,2.289961477
336020,4,2.290011638
336030,4,2.290061976
336040,4,2.290116273
336050,4,2.290170999
336060,4,2.290223055
336070,4,2.290275742
336080,4,2.290325687
336090,4,2.290380066
336100,4,2.290432735
336110,4,2.290487513
336120,4,2.290536281
336130,4,2.290590423
336140,4,2.2906426
336150,4,2.290694616
336160,4,2.290746698
336170,4,2.290800799
336180,4,2.290854379
336190,4,2.290904758
336200,4,2.290958797
336210,4,2.291010635
336220,4,2.291064078
336230,4,2.291116412
336240,4,2.291169925
336250,4,2.291220483
336260,4,2.291275275
336270,4,2.291326472
336280,4,2.291381229
336290,4,2.291433345
336300,4,2.291486305
336310,4,2.291538798
336320,4,2.291592605
336330,4,2.291643788
336340,4,2.291698454
336350,4,2.291749659
336360,4,2.291800898
336370,4,2.291854938
336380,4,2.291908565
336390,4,2.291961769
336400,4,2.292013457
336410,4,2.292069182
336420,4,2.292119551
336430,4,2.292173299
336440,4,2.292224637
336450,4,2.292276935
336460,4,2.292331563
336470,4,2.292382346
336480,4,2.292438169
336490,4,2.292489319
336500,4,2.292543195
336510,4,2.292597737
336520,4,2.292648842
336530,4,2.292702989
336540,4,2.292755929
336550,4,2.29281018
336560,4,2.292862599
336570,4,2.292913336
336580,4,2.292967642
336590,4,2.293020042
336600,4,2.293073927
336610,4,2.293126848
336620,4,2.293180786
336630,4,2.293232891
336640,4,2.293288741
336650,4,2.293337641
336660,4,2.293392588
336670,4,2.293446274
336680,4,2.293499494
336690,4,2.293552874
336700,4,2.293603594
336710,4,2.293658784
336720,4,2.293710231
336730,4,2.293763852
336740,4,2.293818843
336750,4,2.293872583
336760,4,2.293926602
336770,4,2.293978465
336780,4,2.294031382
336790,4,2.29408336
336800,4,2.294136554
336810,4,2.294191648
336820,4,2.29424466
336830,4,2.294299588
336840,4,2.294350598
336850,4,2.294403802
336860,4,2.294458582
336870,4,2.294513191
336880,4,2.294566116
336890,4,2.294616952
336900,4,2.294671911
336910,4,2.29472443
336920,4,2.294778316
336930,4,2.294832634
336940,4,2.294887986
336950,4,2.294938211
336960,4,2.294993075
336970,4,2.29504862
336980,4,2.295100137
336990,4,2.295152684
337000,4,2.29520712
337010,4,2.295260047
337020,4,2.295313679
337030,4,2.29536883
337040,4,2.295420773
337050,4,2.295476165
337060,4,2.295529037
337070,4,2.295582556
337080,4,2.295636482
337090,4,2.295687773
337100,4,2.29574362
337110,4,2.29579605
337120,4,2.29585037
337130,4,2.295902938
337140,4,2.295957501
337150,4,2.296012601
337160,4,2.296065255
337170,4,2.296119202
337180,4,2.296173829
337190,4,2.296227874
337200,4,2.296281521
337210,4,2.296333381
337220,4,2.296385661
337230,4,2.296443052
337240,4,2.29649486
337250,4,2.296550079
337260,4,2.296603423
337270,4,2.296656215
337280,4,2.296709285
337290,4,2.296765396
337300,4,2.296818967
337310,4,2.296871754
337320,4,2.296927343
337330,4,2.296978347
337340,4,2.297033899
337350,4,2.297087267
337360,4,2.297141169
337370,4,2.297195248
337380,4,2.297248446
337390,4,2.297303802
337400,4,2.297357097
337410,4,2.297411971
337420,4,2.29746373
337430,4,2.297517304
337440,4,2.29757366
337450,4,2.297627705
337460,4,2.297681229
337470,4,2.29773386
337480,4,2.297788379
337490,4,2.297843107
337500,4,2.297896535
337510,4,2.297951317
337520,4,2.298005564
337530,4,2.29805812
337540,4,2.29811179
337550,4,2.298165339
337560,4,2.298220522
337570,4,2.298273398
337580,4,2.298327707
337590,4,2.298383029
337600,4,2.298436537
337610,4,2.298491284
337620,4,2.298543667
337630,4,2.298599245
337640,4,2.298652518
337650,4,2.298707959
337660,4,2.298761826
337670,4,2.298816251
337680,4,2.298870154
337690,4,2.298923686
337700,4,2.298977162
337710,4,2.299033292
337720,4,2.299086054
337730,4,2.299140148
337740,4,2.299194781
337750,4,2.299248606
337760,4,2.299302354
337770,4,2.299356949
337780,4,2.299411367
337790,4,2.299464491
337800,4,2.299520694
337810,4,2.299575175
337820,4,2.299627103
337830,4,2.299682088
337840,4,2.299739033
337850,4,2.299792371
337860,4,2.299846167
337870,4,2.299900721
337880,4,2.299953765
337890,4,2.300009433
337900,4,2.300062143
337910,4,2.300118746
337920,4,2.300171424
337930,4,2.300224611
337940,4,2.300279594
337950,4,2.300336282
337960,4,2.300390061
337970,4,2.300443642
337980,4,2.30049878
337990,4,2.300552108
338000,4,2.300607077
338010,4,2.300660206
338020,4,2.300715189
338030,4,2.300768249
338040,4,2.300823053
338050,4,2.300879486
338060,4,2.300932064
338070,4,2.300986284
338080,4,2.301042713
338090,4,2.301095279
338100,4,2.301152919
338110,4,2.301205131
338120,4,2.301259146
338130,4,2.301314112
338140,4,2.30136739
338150,4,2.301424191
338160,4,2.30147733
338170,4,2.301532973
338180,4,2.301586544
338190,4,2.30164147
338200,4,2.301694961
338210,4,2.301750595
338220,4,2.301804972
338230,4,2.301859946
338240,4,2.301915589
338250,4,2.301967503
338260,4,2.302023686
338270,4,2.302078294
338280,4,2.302132329
338290,4,2.30218671
338300,4,2.302241678
338310,4,2.302296302
338320,4,2.302350647
338330,4,2.302404744
338340,4,2.302458887
338350,4,2.302513542
338360,4,2.302570371
338370,4,2.302623712
338380,4,2.302678514
338390,4,2.302733225
338400,4,2.302788497
338410,4,2.302842526
338420,4,2.30289659
338430,4,2.302951244
338440,4,2.30300525
338450,4,2.303061442
338460,4,2.30311558
338470,4,2.303170457
338480,4,2.30322588
338490,4,2.303280238
338500,4,2.303336852
338510,4,2.30338909
338520,4,2.303444463
338530,4,2.303497462
338540,4,2.303552326
338550,4,2.30360869
338560,4,2.303664436
338570,4,2.303717864
338580,4,2.303772222
338590,4,2.303826634
338600,4,2.303882951
338610,4,2.303935658
338620,4,2.303990412
338630,4,2.304046844
338640,4,2.304099398
338650,4,2.304157084
338660,4,2.304211303
338670,4,2.304266547
338680,4,2.304318742
338690,4,2.304373809
338700,4,2.30443065
338710,4,2.304484483
338720,4,2.304538896
338730,4,2.304594781
338740,4,2.304648604
338750,4,2.304705146
338760,4,2.304758025
338770,4,2.304811925
338780,4,2.304867102
338790,4,2.304922039
338800,4,2.304978362
338810,4,2.305031777
338820,4,2.305087159
338830,4,2.305142699
338840,4,2.305196034
338850,4,2.305252388
338860,4,2.305306417
338870,4,2.305361443
338880,4,2.305416628
338890,4,2.305471755
338900,4,2.305525877
338910,4,2.305581891
338920,4,2.30563621
338930,4,2.305691511
338940,4,2.30574698
338950,4,2.305800962
338960,4,2.305856436
338970,4,2.305910247
338980,4,2.30596778
338990,4,2.306020415
339000,4,2.306075786
339010,4,2.306131334
339020,4,2.30618551
339030,4,2.306242222
339040,4,2.306296119
339050,4,2.306351343
339060,4,2.306405314
339070,4,2.306460292
339080,4,2.306516113
339090,4,2.306571743
339100,4,2.306623618
339110,4,2.30668248
339120,4,2.306735385
339130,4,2.306791851
339140,4,2.306845706
339150,4,2.306899082
339160,4,2.306956485
339170,4,2.307010473
339180,4,2.307064665
339190,4,2.307120452
339200,4,2.307176518
339210,4,2.30722968
339220,4,2.307286875
339230,4,2.307339737
339240,4,2.307394372
339250,4,2.307451178
339260,4,2.307506135
339270,4,2.307563343
339280,4,2.307618046
339290,4,2.307669975
339300,4,2.307725355
339310,4,2.307779909
339320,4,2.307835369
339330,4,2.307888709
339340,4,2.307947693
339350,4,2.308001316
339360,4,2.308056181
339370,4,2.308111376
339380,4,2.308165998
339390,4,2.30822277
339400,4,2.308277001
339410,4,2.308331142
339420,4,2.308385497
339430,4,2.308439806
339440,4,2.308498784
339450,4,2.308551213
339460,4,2.308606594
339470,4,2.308661008
339480,4,2.308717736
339490,4,2.308772432
339500,4,2.308827323
339510,4,2.308882357
339520,4,2.308938644
339530,4,2.308993414
339540,4,2.309047004
339550,4,2.309102489
339560,4,2.309156803
339570,4,2.309213126
339580,4,2.309267761
339590,4,2.309323909
339600,4,2.309379306
339610,4,2.309432167
339620,4,2.309489013
339630,4,2.309544461
339640,4,2.309598855
339650,4,2.309653955
339660,4,2.309709864
339670,4,2.309764634
339680,4,2.309817753
339690,4,2.309875556
339700,4,2.309930284
339710,4,2.309984385
339720,4,2.310040655
339730,4,2.310095022
339740,4,2.310150172
339750,4,2.310207212
339760,4,2.3102601
339770,4,2.310318179
339780,4,2.310372789
339790,4,2.310425723
339800,4,2.310481509
339810,4,2.310536754
339820,4,2.310593688
339830,4,2.310645525
339840,4,2.310702242
339850,4,2.31075797
339860,4,2.310812726
339870,4,2.310865505
339880,4,2.310922288
339890,4,2.310976125
339900,4,2.311031862
339910,4,2.311086298
339920,4,2.311141217
339930,4,2.311196239
339940,4,2.311254088
339950,4,2.311310396
339960,4,2.31136407
339970,4,2.311418508
339980,4,2.311475142
339990,4,2.311526961
340000,4,2.311584885
340010,4,2.311638856
340020,4,2.311694915
340030,4,2.311749721
340040,4,2.311804742
340050,4,2.311859644
340060,4,2.311914362
340070,4,2.31197091
340080,4,2.312027515
340090,4,2.312080568
340100,4,2.312135672
340110,4,2.312191692
340120,4,2.312245273
340130,4,2.312301457
340140,4,2.312356842
340150,4,2.312411109
340160,4,2.312468241
340170,4,2.312523898
340180,4,2.312578428
340190,4,2.312631657
340200,4,2.312687056
340210,4,2.312742988
340220,4,2.312799256
340230,4,2.312853675
340240,4,2.312907688
340250,4,2.312962625
340260,4,2.313018492
340270,4,2.313073418
340280,4,2.313128037
340290,4,2.313185618
340300,4,2.313240408
340310,4,2.313294345
340320,4,2.313350271
340330,4,2.313405146
340340,4,2.313460814
340350,4,2.313516809
340360,4,2.313569523
340370,4,2.313626889
340380,4,2.313682202
340390,4,2.313736531
340400,4,2.313790741
340410,4,2.313846206
340420,4,2.31390124
340430,4,2.313957364
340440,4,2.314013215
340450,4,2.314066957
340460,4,2.314121111
340470,4,2.314178451
340480,4,2.314232832
340490,4,2.314288834
340500,4,2.314342746
340510,4,2.314398896
340520,4,2.314452468
340530,4,2.314509936
340540,4,2.31456482
340550,4,2.314619134
340560,4,2.314673909
340570,4,2.314730582
340580,4,2.314785617
340590,4,2.314840867
340600,4,2.314894334
340610,4,2.314949791
340620,4,2.31500513
340630,4,2.315060821
340640,4,2.315116479
340650,4,2.31517083
340660,4,2.315226055
340670,4,2.315281662
340680,4,2.315337604
340690,4,2.315392286
340700,4,2.315444713
340710,4,2.315502574
340720,4,2.315556071
340730,4,2.315613512
340740,4,2.315668497
340750,4,2.315723428
340760,4,2.315778632
340770,4,2.315833568
340780,4,2.315886741
340790,4,2.315942842
340800,4,2.315998382
340810,4,2.316052523
340820,4,2.316107287
340830,4,2.316165169
340840,4,2.316217758
340850,4,2.316273485
340860,4,2.316327646
340870,4,2.316385097
340880,4,2.316439699
340890,4,2.316492353
340900,4,2.316549086
340910,4,2.316603933
340920,4,2.316659635
340930,4,2.316713144
340940,4,2.316771211
340950,4,2.316823548
340960,4,2.316881346
340970,4,2.316934964
340980,4,2.316989818
340990,4,2.317045698
341000,4,2.317100859
341010,4,2.31715697
341020,4,2.317212093
341030,4,2.317267192
341040,4,2.317319653
341050,4,2.31737518
341060,4,2.317432197
341070,4,2.317485369
341080,4,2.317540961
341090,4,2.317597966
341100,4,2.317652153
341110,4,2.317706842
341120,4,2.317761837
341130,4,2.317817711
341140,4,2.317870006
341150,4,2.317926178
341160,4,2.317981957
341170,4,2.318035215
341180,4,2.318090798
341190,4,2.318148368
341200,4,2.318204127
341210,4,2.31825808
341220,4,2.318313996
341230,4,2.318366765
341240,4,2.318422596
341250,4,2.318476915
341260,4,2.318531899
341270,4,2.318586004
341280,4,2.318640892
341290,4,2.318697589
341300,4,2.318750299
341310,4,2.318806832
341320,4,2.318862856
341330,4,2.318915548
341340,4,2.318972084
341350,4,2.319025704
341360,4,2.31908281
341370,4,2.319137349
341380,4,2.319193154
341390,4,2.31924701
341400,4,2.319303086
341410,4,2.319354664
341420,4,2.319412244
341430,4,2.31946604
341440,4,2.319523479
341450,4,2.319577781
341460,4,2.319631521
341470,4,2.319686839
341480,4,2.319740681
341490,4,2.319793621
341500,4,2.319851561
341510,4,2.319905986
341520,4,2.319961726
341530,4,2.320016994
341540,4,2.320072218
341550,4,2.32012521
341560,4,2.320181446
341570,4,2.320235984
341580,4,2.320292005
341590,4,2.320344532
341600,4,2.320400794
341610,4,2.320455029
341620,4,2.320510499
341630,4,2.320566358
341640,4,2.320619737
341650,4,2.320675034
341660,4,2.320729432
341670,4,2.320785072
341680,4,2.32084148
341690,4,2.320897297
341700,4,2.320950384
341710,4,2.321005582
341720,4,2.321060127
341730,4,2.321114263
341740,4,2.321167822
341750,4,2.321225747
341760,4,2.321278853
341770,4,2.321334446
341780,4,2.321390247
341790,4,2.321442826
341800,4,2.321497794
341810,4,2.321552879
341820,4,2.321610298
341830,4,2.321663138
341840,4,2.321714214
341850,4,2.321770791
341860,4,2.321826692
341870,4,2.321880511
341880,4,2.321936095
341890,4,2.321991047
341900,4,2.32204688
341910,4,2.322101097
341920,4,2.322157064
341930,4,2.322210459
341940,4,2.322264882
341950,4,2.322322758
341960,4,2.322374925
341970,4,2.322428422
341980,4,2.322485339
341990,4,2.322538988
342000,4,2.322593354
342010,4,2.322648369
342020,4,2.322703982
342030,4,2.322759262
342040,4,2.322811383
342050,4,2.322867652
342060,4,2.322921139
342070,4,2.322975978
342080,4,2.323030419
342090,4,2.323086568
342100,4,2.323140075
342110,4,2.323193397
342120,4,2.323250478
342130,4,2.323303681
342140,4,2.323359492
342150,4,2.323413532
342160,4,2.323466866
342170,4,2.323523728
342180,4,2.323578377
342190,4,2.323632952
342200,4,2.323685148
342210,4,2.323741051
342220,4,2.32379607
342230,4,2.323849395
342240,4,2.323906018
342250,4,2.323958965
342260,4,2.324013757
342270,4,2.324068259
342280,4,2.324122514
342290,4,2.324179174
342300,4,2.324233844
342310,4,2.324286637
342320,4,2.324340414
342330,4,2.324396124
342340,4,2.324448698
342350,4,2.324505538
342360,4,2.324559257
342370,4,2.324615934
342380,4,2.324668216
342390,4,2.324722916
342400,4,2.324775839
342410,4,2.324831477
342420,4,2.324886403
342430,4,2.324941129
342440,4,2.324994274
342450,4,2.325049508
342460,4,2.325104864
342470,4,2.325157858
342480,4,2.325213856
342490,4,2.325267713
342500,4,2.325320208
342510,4,2.325375068
342520,4,2.325431802
342530,4,2.325483723
342540,4,2.325539701
342550,4,2.325592908
342560,4,2.325648547
342570,4,2.325702168
342580,4,2.325757527
342590,4,2.325812459
342600,4,2.325865541
342610,4,2.325920355
342620,4,2.325974662
342630,4,2.326029984
342640,4,2.326082229
342650,4,2.326137816
342660,4,2.326191389
342670,4,2.326245555
342680,4,2.326300655
342690,4,2.326355365
342700,4,2.326410615
342710,4,2.326463354
342720,4,2.326514786
342730,4,2.326573106
342740,4,2.326626008
342750,4,2.3266784
342760,4,2.326734
342770,4,2.326787715
342780,4,2.326842172
342790,4,2.326894887
342800,4,2.32695162
342810,4,2.327005974
342820,4,2.327060401
342830,4,2.327112858
342840,4,2.327167421
342850,4,2.327222989
342860,4,2.327276465
342870,4,2.327329342
342880,4,2.327383898
342890,4,2.327438695
342900,4,2.327492306
342910,4,2.327546789
342920,4,2.327601434
342930,4,2.327654653
342940,4,2.327709149
342950,4,2.32776174
342960,4,2.327817212
342970,4,2.3278715
342980,4,2.327923241
342990,4,2.327979036
343000,4,2.328033868
343010,4,2.328087484
343020,4,2.32814203
343030,4,2.328195046
343040,4,2.328249328
343050,4,2.328303224
343060,4,2.328356569
343070,4,2.328412964
343080,4,2.328464774
343090,4,2.328518226
343100,4,2.328571308
343110,4,2.32862435
343120,4,2.328681434
343130,4,2.328736615
343140,4,2.32879042
343150,4,2.328843552
343160,4,2.328896703
343170,4,2.32895081
343180,4,2.329002799
343190,4,2.329057961
343200,4,2.329112564
343210,4,2.329165196
343220,4,2.329218064
343230,4,2.32927297
343240,4,2.329326599
343250,4,2.329378347
343260,4,2.329434199
343270,4,2.329486666
343280,4,2.329543842
343290,4,2.329596663
343300,4,2.329649991
343310,4,2.329705895
343320,4,2.329758017
343330,4,2.329810015
343340,4,2.329865087
343350,4,2.329917896
343360,4,2.329973335
343370,4,2.330026212
343380,4,2.330078173
343390,4,2.330133943
343400,4,2.330187503
343410,4,2.330240933
343420,4,2.330292785
343430,4,2.33034784
343440,4,2.330400399
343450,4,2.33045629
343460,4,2.330510196
343470,4,2.330562759
343480,4,2.33061798
343490,4,2.330668739
343500,4,2.330721748
343510,4,2.330775968
343520,4,2.330829386
343530,4,2.330881823
343540,4,2.330937303
343550,4,2.330991248
343560,4,2.33104342
343570,4,2.331099063
343580,4,2.331151556
343590,4,2.33120181
343600,4,2.331257637
343610,4,2.331311815
343620,4,2.331364643
343630,4,2.331417942
343640,4,2.33147066
343650,4,2.33152517
343660,4,2.331576536
343670,4,2.331631236
343680,4,2.331684785
343690,4,2.331740086
343700,4,2.331792685
343710,4,2.331846464
343720,4,2.331897374
343730,4,2.331951055
343740,4,2.332004771
343750,4,2.332059352
343760,4,2.332113555
343770,4,2.332164554
343780,4,2.332218745
343790,4,2.332270539
343800,4,2.332324205
343810,4,2.332377739
343820,4,2.332431775
343830,4,2.332483804
343840,4,2.332537939
343850,4,2.332590723
343860,4,2.332644666
343870,4,2.332698413
343880,4,2.332752375
343890,4,2.332802975
343900,4,2.332854249
343910,4,2.332909395
343920,4,2.332963465
343930,4,2.333015113
343940,4,2.33306916
343950,4,2.333123211
343960,4,2.33317523
343970,4,2.333226758
343980,4,2.33328052
343990,4,2.333333286
344000,4,2.333387327
344010,4,2.333441834
344020,4,2.333492512
344030,4,2.3335479
344040,4,2.333598807
344050,4,2.33365168
344060,4,2.33370613
344070,4,2.333757543
344080,4,2.333813389
344090,4,2.333864021
344100,4,2.333917934
344110,4,2.33396953
344120,4,2.334021928
344130,4,2.334075068
344140,4,2.334127826
344150,4,2.334183639
344160,4,2.334233234
344170,4,2.334285156
344180,4,2.334341344
344190,4,2.334392788
344200,4,2.334444633
344210,4,2.3344973
344220,4,2.334550342
344230,4,2.334603295
344240,4,2.334655728
344250,4,2.334709461
344260,4,2.334763159
344270,4,2.334814649
344280,4,2.334867827
344290,4,2.334920551
344300,4,2.3349711
344310,4,2.335026003
344320,4,2.33507767
344330,4,2.335131764
344340,4,2.335182445
344350,4,2.335236323
344360,4,2.335287404
344370,4,2.335339564
344380,4,2.335393638
344390,4,2.335446019
344400,4,2.335498876
344410,4,2.33555281
344420,4,2.335604671
344430,4,2.335656774
344440,4,2.33570806
344450,4,2.335762002
344460,4,2.335812632
344470,4,2.335866234
344480,4,2.335916359
344490,4,2.335971621
344500,4,2.336023328
344510,4,2.336076301
344520,4,2.336127984
344530,4,2.33618073
344540,4,2.336230847
344550,4,2.336286146
344560,4,2.336336425
344570,4,2.336391162
344580,4,2.3364409
344590,4,2.336495305
344600,4,2.336545556
344610,4,2.336599938
344620,4,2.336651626
344630,4,2.336702706
344640,4,2.336755442
344650,4,2.336809997
344660,4,2.336860079
344670,4,2.336914048
344680,4,2.336965881
344690,4,2.337016972
344700,4,2.337068347
344710,4,2.337122308
344720,4,2.337173209
344730,4,2.33722652
344740,4,2.337276633
344750,4,2.33732851
344760,4,2.337381108
344770,4,2.337433407
344780,4,2.337487029
344790,4,2.337538692
344800,4,2.337589924
344810,4,2.337641622
344820,4,2.337694212
344830,4,2.337747801
344840,4,2.33779637
344850,4,2.337850828
344860,4,2.337901014
344870,4,2.33795437
344880,4,2.338006138
344890,4,2.338057145
344900,4,2.33810873
344910,4,2.3381616
344920,4,2.338213617
344930,4,2.338266395
344940,4,2.338317384
344950,4,2.338368795
344960,4,2.33841952
344970,4,2.338473218
344980,4,2.338522734
344990,4,2.338575367
345000,4,2.338628089
345010,4,2.338680348
345020,4,2.338729239
345030,4,2.338783971
345040,4,2.338834911
345050,4,2.338882941
345060,4,2.338937847
345070,4,2.338988008
345080,4,2.339039577
345090,4,2.339090773
345100,4,2.339144571
345110,4,2.33919562
345120,4,2.339246872
345130,4,2.339299164
345140,4,2.339348964
345150,4,2.339401433
345160,4,2.339454048
345170,4,2.339505587
345180,4,2.339556174
345190,4,2.339608012
345200,4,2.33966071
345210,4,2.339710352
345220,4,2.339761657
345230,4,2.339813902
345240,4,2.339864229
345250,4,2.33991773
345260,4,2.339966176
345270,4,2.340018228
345280,4,2.340069787
345290,4,2.340120162
345300,4,2.340171857
345310,4,2.340224645
345320,4,2.340274325
345330,4,2.34032807
345340,4,2.340376789
345350,4,2.340429758
345360,4,2.340479716
345370,4,2.340530106
345380,4,2.340583574
345390,4,2.340633087
345400,4,2.340687013
345410,4,2.340736672
345420,4,2.340787514
345430,4,2.340837651
345440,4,2.340888618
345450,4,2.340939546
345460,4,2.34099029
345470,4,2.341042934
345480,4,2.341092117
345490,4,2.341142703
345500,4,2.341193525
345510,4,2.341245694
345520,4,2.341294973
345530,4,2.341348286
345540,4,2.341398713
345550,4,2.341450134
345560,4,2.341501335
345570,4,2.341551301
345580,4,2.341602597
345590,4,2.341653422
345600,4,2.341704328
345610,4,2.341757516
345620,4,2.34180494
345630,4,2.341855432
345640,4,2.341907011
345650,4,2.341955612
345660,4,2.342009834
345670,4,2.342058426
345680,4,2.342110817
345690,4,2.342161155
345700,4,2.342210869
345710,4,2.342261599
345720,4,2.342311811
345730,4,2.342365039
345740,4,2.342413422
345750,4,2.342462291
345760,4,2.342514148
345770,4,2.342566726
345780,4,2.342613546
345790,4,2.342666621
345800,4,2.34271571
345810,4,2.342766098
345820,4,2.34281743
345830,4,2.342867319
345840,4,2.342919005
345850,4,2.34296842
345860,4,2.343018994
345870,4,2.343069253
345880,4,2.343120255
345890,4,2.343170834
345900,4,2.343219323
345910,4,2.3432706
345920,4,2.343321369
345930,4,2.343371952
345940,4,2.343422155
345950,4,2.343472985
345960,4,2.343523068
345970,4,2.343572033
345980,4,2.343621793
345990,4,2.343670559
346000,4,2.343722811
346010,4,2.343772159
346020,4,2.34382339
346030,4,2.343872334
346040,4,2.343923521
346050,4,2.343972382
346060,4,2.344023406
346070,4,2.344073582
346080,4,2.344121302
346090,4,2.344173964
346100,4,2.344222182
346110,4,2.34427329
346120,4,2.344323959
346130,4,2.344372465
346140,4,2.344421847
346150,4,2.344471086
346160,4,2.344524195
346170,4,2.344571385
346180,4,2.344622772
346190,4,2.344671239
346200,4,2.344724525
346210,4,2.344770416
346220,4,2.344821509
346230,4,2.344872553
346240,4,2.344920625
346250,4,2.34497049
346260,4,2.345019851
346270,4,2.345068251
346280,4,2.34512095
346290,4,2.345170012
346300,4,2.345220161
346310,4,2.345270063
346320,4,2.345317766
346330,4,2.345369559
346340,4,2.345416809
346350,4,2.345464661
346360,4,2.345515576
346370,4,2.345565185
346380,4,2.345613512
346390,4,2.34566498
346400,4,2.34571431
346410,4,2.3457629
346420,4,2.345814506
346430,4,2.345860796
346440,4,2.345912864
346450,4,2.345962351
346460,4,2.346010826
346470,4,2.346058663
346480,4,2.346108119
346490,4,2.346158227
346500,4,2.346207778
346510,4,2.346256288
346520,4,2.346305908
346530,4,2.346355137
346540,4,2.346404438
346550,4,2.346453051
346560,4,2.346501896
346570,4,2.346548964
346580,4,2.34660097
346590,4,2.34664818
346600,4,2.346700579
346610,4,2.346747852
346620,4,2.34679737
346630,4,2.346845372
346640,4,2.346893995
346650,4,2.346945189
346660,4,2.346993076
346670,4,2.347043085
346680,4,2.347090631
346690,4,2.347138988
346700,4,2.34718771
346710,4,2.347238112
346720,4,2.347285026
346730,4,2.347336303
346740,4,2.347383602
346750,4,2.347431514
346760,4,2.34748376
