t_days,station,prefit_rr_kmps,postfit_rr_kmps,prefit_rho_km,postfit_rho_km
2.00011574074074,4,0.00570547970144331,-1.19148852117945e-06,NaN,NaN
2.00023148148148,4,0.00570442598368448,-2.74671686062433e-06,NaN,NaN
2.00034722222222,4,0.00570618099803744,-1.49298992413449e-06,NaN,NaN
2.00046296296296,4,0.00570663977298835,-1.53527896129546e-06,NaN,NaN
2.0005787037037,4,0.00570758533703364,-1.09055521413381e-06,NaN,NaN
2.00069444444444,4,0.00570784071862951,-1.33578997107975e-06,NaN,NaN
2.00081018518519,4,0.00570913394627004,-5.42954462723344e-07,NaN,NaN
2.00092592592593,4,0.00571034804841331,1.70980029690071e-07,NaN,NaN
2.00104166666667,4,0.00571118105350976,5.04042199533927e-07,NaN,NaN
2.00115740740741,4,0.00571163999001367,4.63260791505604e-07,NaN,NaN
2.00127314814815,4,0.00570972388635749,-1.95233552746643e-06,NaN,NaN
2.00138888888889,4,0.00571105677096728,-1.11871804886476e-06,NaN,NaN
2.00150462962963,4,0.00571300867227764,3.34141910141028e-07,NaN,NaN
2.00162037037037,4,0.00571171761868028,-1.45572699272734e-06,NaN,NaN
2.00173611111111,4,0.00571386263860996,1.90703935309955e-07,NaN,NaN
2.00185185185185,4,0.00571444476043226,2.74463328509e-07,NaN,NaN
2.00196759259259,4,0.00571307701255019,-1.59142015743186e-06,NaN,NaN
2.00208333333333,4,0.00571551542334969,3.49082124095901e-07,NaN,NaN
2.00219907407407,4,0.00571397602117552,-1.68800121791435e-06,NaN,NaN
2.00231481481481,4,0.00571520783441537,-9.53641536405314e-07,NaN,NaN
2.00243055555556,4,0.00571465789140557,-2.00081023260523e-06,NaN,NaN
2.0025462962963,4,0.00571618222049741,-9.73478693655494e-07,NaN,NaN
2.00266203703704,4,0.00571518285004302,-2.46961832095494e-06,NaN,NaN
2.00277777777778,4,0.00571703080833075,-1.11820054904399e-06,NaN,NaN
2.00289351851852,4,0.00571758312371218,-1.06219676787589e-06,NaN,NaN
2.00300925925926,4,0.00571651882447677,-2.62257844241276e-06,NaN,NaN
2.003125,4,0.00571899293894829,-6.4431698243439e-07,NaN,NaN
2.00324074074074,4,0.00571900249540791,-1.13038384208508e-06,NaN,NaN
2.00335648148148,4,0.00571973352211508,-8.94750497693053e-07,NaN,NaN
2.00347222222222,4,0.00572097004738126,-1.53388398871357e-07,NaN,NaN
2.00358796296296,4,0.00572002809946959,-1.5902690093661e-06,NaN,NaN
2.0037037037037,4,0.00572195370661488,-1.59363831020443e-07,NaN,NaN
2.00381944444444,4,0.00572153789708585,-1.06964434909429e-06,NaN,NaN
2.00393518518519,4,0.00572257669910448,-5.25082062718951e-07,NaN,NaN
2.00405092592593,4,0.0057214221409212,-2.17364848476009e-06,NaN,NaN
2.00416666666667,4,0.00572221725074762,-1.87231513493202e-06,NaN,NaN
2.00428240740741,4,0.00572504905680304,4.65946458749755e-07,NaN,NaN
2.00439814814815,4,0.0057237885872734,-1.2878352482204e-06,NaN,NaN
2.00451388888889,4,0.00572381887038365,-1.75063178442514e-06,NaN,NaN
2.00462962962963,4,0.00572564393431563,-4.18414706881975e-07,NaN,NaN
2.00474537037037,4,0.00572758180723376,1.02684440772549e-06,NaN,NaN
2.00486111111111,4,0.00572673651730238,-3.10826020033517e-07,NaN,NaN
2.00497685185185,4,0.00572609809269764,-1.44139754043593e-06,NaN,NaN
2.00509259259259,4,0.00572765956157451,-3.71841768931347e-07,NaN,NaN
2.00520833333333,4,0.00572794595206005,-5.7713030665596e-07,NaN,NaN
2.00532407407407,4,0.00573017129229392,1.15676525647146e-06,NaN,NaN
2.00543981481481,4,0.00573147361040283,1.96787327855219e-06,NaN,NaN
2.00555555555556,4,0.00572797193450469,-2.02477785071764e-06,NaN,NaN
2.0056712962963,4,0.0057303372926949,-1.50159776168834e-07,NaN,NaN
2.00578703703704,4,0.00573002671308975,-9.51244135460882e-07,NaN,NaN
2.00590277777778,4,0.00573095122376444,-5.17002594513372e-07,NaN,NaN
2.00601851851852,4,0.00573291485279093,9.56593183332188e-07,NaN,NaN
2.00613425925926,4,0.00572979762825998,-2.65042845759567e-06,NaN,NaN
2.00625,4,0.00573211657821826,-8.2103922149912e-07,NaN,NaN
2.00636574074074,4,0.00573283773072042,-5.89210786383632e-07,NaN,NaN
2.00648148148148,4,0.00573289511382225,-1.02091484732725e-06,NaN,NaN
2.00659722222222,4,0.00573239575553375,-2.00912314429758e-06,NaN,NaN
2.00671296296296,4,0.00573477668390554,-1.16807359340498e-07,NaN,NaN
2.0068287037037,4,0.00573578992692925,4.08060752743467e-07,NaN,NaN
2.00694444444444,4,0.00573533551262839,-5.34490532722032e-07,NaN,NaN
2.00706018518519,4,0.00573430746900128,-2.05043296386265e-06,NaN,NaN
2.00717592592593,4,0.00573588782402235,-9.57738309992351e-07,NaN,NaN
2.00729166666667,4,0.00573698760567964,-3.45378323718393e-07,NaN,NaN
2.00740740740741,4,0.00573631484195092,-1.50532476528298e-06,NaN,NaN
2.00752314814815,4,0.00573798256077396,-3.24549462860091e-07,NaN,NaN
2.00763888888889,4,0.00573731579011438,-1.47802417416187e-06,NaN,NaN
2.00775462962963,4,0.00573898455792765,-2.95720709697633e-07,NaN,NaN
2.00787037037037,4,0.00574001189212181,2.45389103703531e-07,NaN,NaN
2.00798611111111,4,0.00573939782063304,-8.54666540650584e-07,NaN,NaN
2.00810185185185,4,0.00573669537137445,-4.04285947785965e-06,NaN,NaN
2.00821759259259,4,0.00574037457224952,-8.4916154463599e-07,NaN,NaN
2.00833333333333,4,0.00574017845114838,-1.53054460705349e-06,NaN,NaN
2.00844907407407,4,0.00574194503598058,-2.48980505546115e-07,NaN,NaN
2.00856481481481,4,0.00574277835459114,9.95588709251649e-08,NaN,NaN
2.00868055555556,4,0.00574251643485546,-6.46898345113556e-07,NaN,NaN
2.0087962962963,4,0.00574247330464583,-1.17432404334039e-06,NaN,NaN
2.00891203703704,4,0.00574385199179384,-2.79690126170351e-07,NaN,NaN
2.00902777777778,4,0.00574396352416073,-6.51968484088883e-07,NaN,NaN
2.00914351851852,4,0.00574469392955468,-4.05131052261254e-07,NaN,NaN
2.00925925925926,4,0.00574422923580808,-1.3531497593533e-06,NaN,NaN
2.009375,4,0.00574595647071874,-1.08996537129258e-07,NaN,NaN
2.00949074074074,4,0.00574714766210294,5.99356672736917e-07,NaN,NaN
2.00960648148148,4,0.00574608883774452,-9.42062090114604e-07,NaN,NaN
2.00972222222222,4,0.0057466610254262,-8.52224782743605e-07,NaN,NaN
2.00983796296296,4,0.00574710925291777,-8.861033964358e-07,NaN,NaN
2.0099537037037,4,0.00574657854798177,-1.89866990352172e-06,NaN,NaN
2.01006944444444,4,0.00574786593838628,-1.09289630101372e-06,NaN,NaN
2.01018518518519,4,0.00574869245186171,-7.47754589802696e-07,NaN,NaN
2.01030092592593,4,0.00574910311613896,-8.1821679476235e-07,NaN,NaN
2.01041666666667,4,0.00574935495896778,-1.04725490990276e-06,NaN,NaN
2.01053240740741,4,0.00575027200802891,-6.10841004000662e-07,NaN,NaN
2.01064814814815,4,0.00574815029104281,-3.21294710747821e-06,NaN,NaN
2.01076388888889,4,0.00575160383570639,-2.39545281388587e-07,NaN,NaN
2.01087962962963,4,0.00575099966971271,-1.32360756222027e-06,NaN,NaN
2.01099537037037,4,0.00575212282073112,-6.80106044814721e-07,NaN,NaN
2.01111111111111,4,0.00575245531642121,-8.2701281378661e-07,NaN,NaN
2.01122685185185,4,0.00575202518444451,-1.73629994959512e-06,NaN,NaN
2.01134259259259,4,0.00575394045245581,-2.99939551418049e-07,NaN,NaN
2.01145833333333,4,0.0057534831480881,-1.23590374778715e-06,NaN,NaN
2.01157407407407,4,0.00575406829897895,-1.12916463645973e-06,NaN,NaN
2.01168981481481,4,0.00575483793271703,-8.37694381417009e-07,NaN,NaN
