Time (s),Station ID,Range (km),Range Rate (km/s)
826750,2,59610765.06,2.25929806
826760,2,59610787.66,2.259557033
826770,2,59610810.25,2.25981641
826780,2,59610832.85,2.260075001
826790,2,59610855.45,2.260333778
826800,2,59610878.06,2.260592701
826810,2,59610900.67,2.260851196
826820,2,59610923.28,2.26110985
826830,2,59610945.89,2.261368561
826840,2,59610968.5,2.261626879
826850,2,59610991.12,2.261885511
826860,2,59611013.74,2.262143867
826870,2,59611036.36,2.262402365
826880,2,59611058.99,2.262660544
826890,2,59611081.62,2.262918856
826900,2,59611104.25,2.263176926
826910,2,59611126.88,2.263434916
826920,2,59611149.52,2.263693058
826930,2,59611172.16,2.263951052
826940,2,59611194.8,2.264209125
826950,2,59611217.44,2.264467026
826960,2,59611240.09,2.264724672
826970,2,59611262.73,2.264982384
826980,2,59611285.39,2.265240141
826990,2,59611308.04,2.265497679
827000,2,59611330.69,2.265755431
827010,2,59611353.35,2.266012747
827020,2,59611376.02,2.266270053
827030,2,59611398.68,2.266527662
827040,2,59611421.35,2.266784689
827050,2,59611444.02,2.267042168
827060,2,59611466.69,2.267299189
827070,2,59611489.36,2.267556446
827080,2,59611512.04,2.267813577
827090,2,59611534.72,2.26807048
827100,2,59611557.4,2.268327377
827110,2,59611580.08,2.268584411
827120,2,59611602.77,2.268840998
827130,2,59611625.46,2.269097865
827140,2,59611648.15,2.269354359
827150,2,59611670.85,2.269611079
827160,2,59611693.54,2.269867477
827170,2,59611716.24,2.270124134
827180,2,59611738.95,2.270380613
827190,2,59611761.65,2.270636976
827200,2,59611784.36,2.270893166
827210,2,59611807.07,2.271149323
827220,2,59611829.78,2.271405466
827230,2,59611852.5,2.271661654
827240,2,59611875.22,2.271917563
827250,2,59611897.94,2.27217366
827260,2,59611920.66,2.272429668
827270,2,59611943.39,2.272685342
827280,2,59611966.11,2.272941146
827290,2,59611988.84,2.273196862
827300,2,59612011.58,2.273452437
827310,2,59612034.31,2.273708002
827320,2,59612057.05,2.273963597
827330,2,59612079.79,2.274219228
827340,2,59612102.54,2.27447449
827350,2,59612125.28,2.274729509
827360,2,59612148.03,2.274984903
827370,2,59612170.78,2.275240142
827380,2,59612193.54,2.275495288
827390,2,59612216.29,2.275750133
827400,2,59612239.05,2.276005237
827410,2,59612261.81,2.276260259
827420,2,59612284.57,2.276514954
827430,2,59612307.34,2.27676976
827440,2,59612330.11,2.277024554
827450,2,59612352.88,2.277279127
827460,2,59612375.66,2.277533656
827470,2,59612398.43,2.277788182
827480,2,59612421.21,2.278042552
827490,2,59612443.99,2.278296876
827500,2,59612466.78,2.278551262
827510,2,59612489.56,2.278805408
827520,2,59612512.35,2.279059569
827530,2,59612535.15,2.279313774
827540,2,59612557.94,2.279567835
827550,2,59612580.74,2.279821657
827560,2,59612603.54,2.280075414
827570,2,59612626.34,2.280329358
827580,2,59612649.15,2.28058295
827590,2,59612671.95,2.280836556
827600,2,59612694.76,2.281090143
827610,2,59612717.57,2.281343867
827620,2,59612740.39,2.281597219
827630,2,59612763.2,2.281850645
827640,2,59612786.02,2.282104016
827650,2,59612808.85,2.282357184
827660,2,59612831.67,2.282610344
827670,2,59612854.5,2.282863509
827680,2,59612877.33,2.283116403
827690,2,59612900.16,2.283369631
827700,2,59612923,2.283622511
827710,2,59612945.83,2.283875103
827720,2,59612968.68,2.284128024
827730,2,59612991.52,2.284380675
827740,2,59613014.36,2.284633262
827750,2,59613037.21,2.28488568
827760,2,59613060.06,2.285138169
827770,2,59613082.91,2.285390504
827780,2,59613105.77,2.285642853
827790,2,59613128.63,2.285895277
827800,2,59613151.49,2.286147342
827810,2,59613174.35,2.286399457
827820,2,59613197.21,2.286651423
827830,2,59613220.08,2.286903344
827840,2,59613242.95,2.287155285
827850,2,59613265.82,2.287407167
827860,2,59613288.7,2.287658782
827870,2,59613311.58,2.287910495
827880,2,59613334.46,2.288162027
827890,2,59613357.34,2.28841339
827900,2,59613380.23,2.288665052
827910,2,59613403.11,2.288916333
827920,2,59613426,2.289167742
827930,2,59613448.9,2.289418763
827940,2,59613471.79,2.289669764
827950,2,59613494.69,2.289921023
827960,2,59613517.59,2.290172102
827970,2,59613540.49,2.290422905
827980,2,59613563.4,2.290673733
827990,2,59613586.31,2.290924525
828000,2,59613609.22,2.291175263
828010,2,59613632.13,2.291425866
828020,2,59613655.05,2.291676325
828030,2,59613677.96,2.291926843
828040,2,59613700.88,2.29217719
828050,2,59613723.81,2.292427516
828060,2,59613746.73,2.292677773
828070,2,59613769.66,2.292927747
828080,2,59613792.59,2.293177926
828090,2,59613815.52,2.293428129
828100,2,59613838.46,2.293677973
828110,2,59613861.4,2.293927862
828120,2,59613884.34,2.294177732
828130,2,59613907.28,2.294427172
828140,2,59613930.23,2.294676725
828150,2,59613953.17,2.294926485
828160,2,59613976.13,2.29517596
828170,2,59613999.08,2.295425194
828180,2,59614022.03,2.295674297
828190,2,59614044.99,2.29592376
828200,2,59614067.95,2.296173042
828210,2,59614090.92,2.29642187
828220,2,59614113.88,2.296670947
828230,2,59614136.85,2.296919907
828240,2,59614159.82,2.297168803
828250,2,59614182.79,2.297417422
828260,2,59614205.77,2.297666251
828270,2,59614228.75,2.297914741
828280,2,59614251.73,2.298163249
828290,2,59614274.71,2.29841175
828300,2,59614297.69,2.298659999
828310,2,59614320.68,2.298908289
828320,2,59614343.67,2.299156522
828330,2,59614366.67,2.299404577
828340,2,59614389.66,2.299652712
828350,2,59614412.66,2.29990068
828360,2,59614435.66,2.300148589
828370,2,59614458.66,2.30039649
828380,2,59614481.67,2.300643959
828390,2,59614504.68,2.300891787
828400,2,59614527.68,2.301139408
828410,2,59614550.7,2.301386735
828420,2,59614573.71,2.301634401
828430,2,59614596.73,2.301881327
828440,2,59614619.75,2.302128743
828450,2,59614642.77,2.302375886
828460,2,59614665.8,2.302623007
828470,2,59614688.82,2.302869908
828480,2,59614711.86,2.303116652
828490,2,59614734.89,2.303363652
828500,2,59614757.92,2.303610423
828510,2,59614780.96,2.303857036
828520,2,59614804,2.304103608
828530,2,59614827.04,2.304350248
828540,2,59614850.09,2.304596656
828550,2,59614873.13,2.304842928
828560,2,59614896.18,2.305089153
828570,2,59614919.24,2.305335326
828580,2,59614942.29,2.305581337
828590,2,59614965.35,2.305827482
828600,2,59614988.41,2.306073404
828610,2,59615011.47,2.306319293
828620,2,59615034.53,2.306564862
828630,2,59615057.6,2.306810458
828640,2,59615080.67,2.307056443
828650,2,59615103.74,2.307301674
828660,2,59615126.82,2.307547029
828670,2,59615149.89,2.307792449
828680,2,59615172.97,2.308037679
828690,2,59615196.05,2.308282724
828700,2,59615219.14,2.308527839
828710,2,59615242.23,2.308772922
828720,2,59615265.31,2.309017884
828730,2,59615288.41,2.309262658
828740,2,59615311.5,2.309507203
828750,2,59615334.59,2.309752056
828760,2,59615357.69,2.309996647
828770,2,59615380.79,2.310241119
828780,2,59615403.9,2.310485338
828790,2,59615427,2.310729897
828800,2,59615450.11,2.31097399
828810,2,59615473.22,2.311218148
828820,2,59615496.33,2.311462073
828830,2,59615519.45,2.311706073
828840,2,59615542.57,2.311949958
828850,2,59615565.69,2.312193692
828860,2,59615588.82,2.312437415
828870,2,59615611.94,2.312681161
828880,2,59615635.07,2.312924691
828890,2,59615658.2,2.313168105
828900,2,59615681.33,2.313411301
828910,2,59615704.47,2.313654756
828920,2,59615727.61,2.313898056
828930,2,59615750.75,2.314140863
828940,2,59615773.89,2.314383952
828950,2,59615797.03,2.314626762
828960,2,59615820.18,2.314869711
828970,2,59615843.33,2.315112287
828980,2,59615866.48,2.315354949
828990,2,59615889.64,2.315597498
829000,2,59615912.79,2.315840019
829010,2,59615935.95,2.316082661
829020,2,59615959.11,2.31632474
829030,2,59615982.28,2.316566873
829040,2,59616005.45,2.316809018
829050,2,59616028.62,2.317051075
829060,2,59616051.79,2.317293203
829070,2,59616074.96,2.317534916
829080,2,59616098.14,2.317776573
829090,2,59616121.32,2.318018341
829100,2,59616144.5,2.318259962
829110,2,59616167.68,2.318501546
829120,2,59616190.87,2.318742653
829130,2,59616214.06,2.318984009
829140,2,59616237.25,2.319225298
829150,2,59616260.44,2.319466417
829160,2,59616283.64,2.319707364
829170,2,59616306.84,2.319948425
829180,2,59616330.04,2.320189271
829190,2,59616353.24,2.320430068
829200,2,59616376.45,2.320670666
829210,2,59616399.65,2.320911192
829220,2,59616422.87,2.321151963
829230,2,59616446.08,2.321392121
829240,2,59616469.29,2.321632454
829250,2,59616492.51,2.321872702
829260,2,59616515.73,2.322112923
829270,2,59616538.95,2.322352946
829280,2,59616562.18,2.322592858
829290,2,59616585.4,2.322832734
829300,2,59616608.63,2.323072485
829310,2,59616631.86,2.323311949
829320,2,59616655.1,2.323551637
829330,2,59616678.34,2.323791039
829340,2,59616701.57,2.324030537
829350,2,59616724.82,2.324269856
829360,2,59616748.06,2.324509024
829370,2,59616771.31,2.324747957
829380,2,59616794.55,2.32498709
829390,2,59616817.81,2.325226035
829400,2,59616841.06,2.325464778
829410,2,59616864.31,2.325703644
829420,2,59616887.57,2.325941998
829430,2,59616910.83,2.326180644
829440,2,59616934.1,2.326419455
829450,2,59616957.36,2.32665738
829460,2,59616980.63,2.326895689
829470,2,59617003.9,2.327133839
829480,2,59617027.17,2.327371939
829490,2,59617050.45,2.327609908
829500,2,59617073.72,2.327847836
829510,2,59617097.01,2.328085659
829520,2,59617120.29,2.328323202
829530,2,59617143.57,2.328560918
829540,2,59617166.86,2.328798196
829550,2,59617190.15,2.329035514
829560,2,59617213.44,2.329273038
829570,2,59617236.73,2.32951032
829580,2,59617260.03,2.329747453
829590,2,59617283.33,2.329984388
829600,2,59617306.63,2.330221383
829610,2,59617329.93,2.330458126
829620,2,59617353.24,2.330694954
829630,2,59617376.55,2.330931534
829640,2,59617399.86,2.331168027
829650,2,59617423.17,2.331404396
829660,2,59617446.49,2.331640965
829670,2,59617469.8,2.331877097
829680,2,59617493.12,2.33211321
829690,2,59617516.45,2.332349257
829700,2,59617539.77,2.33258509
829710,2,59617563.1,2.332821013
829720,2,59617586.43,2.333056697
829730,2,59617609.76,2.333292301
829740,2,59617633.09,2.333527844
829750,2,59617656.43,2.33376343
829760,2,59617679.77,2.333998751
829770,2,59617703.11,2.334234062
829780,2,59617726.45,2.334469164
829790,2,59617749.8,2.334704204
829800,2,59617773.15,2.33493924
829810,2,59617796.5,2.335173972
829820,2,59617819.85,2.335408785
829830,2,59617843.2,2.335643526
829840,2,59617866.56,2.335878166
829850,2,59617889.92,2.336112561
829860,2,59617913.29,2.33634714
829870,2,59617936.65,2.336581033
829880,2,59617960.02,2.33681526
829890,2,59617983.38,2.337049264
829900,2,59618006.76,2.337283383
829910,2,59618030.13,2.337517283
829920,2,59618053.51,2.337750904
829930,2,59618076.88,2.33798463
829940,2,59618100.27,2.338218305
829950,2,59618123.65,2.338451568
829960,2,59618147.04,2.338685132
829970,2,59618170.42,2.338918485
829980,2,59618193.82,2.339151489
829990,2,59618217.21,2.339384435
830000,2,59618240.6,2.339617381
830010,2,59618264,2.3398502
830020,2,59618287.4,2.340083029
830030,2,59618310.8,2.340315833
830040,2,59618334.2,2.340548262
830050,2,59618357.61,2.340780747
830060,2,59618381.02,2.341013065
830070,2,59618404.43,2.34124523
830080,2,59618427.85,2.341477536
830090,2,59618451.26,2.341709369
830100,2,59618474.68,2.341941539
830110,2,59618498.1,2.342173369
830120,2,59618521.52,2.342404987
830130,2,59618544.95,2.342636806
830140,2,59618568.37,2.342868253
830150,2,59618591.81,2.343099601
830160,2,59618615.24,2.343331075
830170,2,59618638.67,2.343562149
830180,2,59618662.11,2.343793244
830190,2,59618685.55,2.344024209
830200,2,59618708.99,2.344255139
830210,2,59618732.43,2.34448597
830220,2,59618755.88,2.344716615
830230,2,59618779.33,2.344947199
830240,2,59618802.78,2.34517799
830250,2,59618826.23,2.345408139
830260,2,59618849.69,2.345638505
830270,2,59618873.14,2.345868675
830280,2,59618896.61,2.346098648
830290,2,59618920.06,2.346328595
830300,2,59618943.53,2.346558464
830310,2,59618967,2.346788118
830320,2,59618990.47,2.34701781
830330,2,59619013.94,2.347247279
830340,2,59619037.41,2.347476698
830350,2,59619060.89,2.347706188
830360,2,59619084.37,2.347935376
830370,2,59619107.85,2.348164349
830380,2,59619131.33,2.34839346
830390,2,59619154.81,2.348622473
830400,2,59619178.3,2.348851301
830410,2,59619201.79,2.349079953
830420,2,59619225.28,2.349308549
830430,2,59619248.78,2.34953693
830440,2,59619272.27,2.349765282
830450,2,59619295.77,2.349993627
830460,2,59619319.27,2.350221709
830470,2,59619342.78,2.350449789
830480,2,59619366.28,2.350677694
830490,2,59619389.79,2.350905451
830500,2,59619413.3,2.3511333
830510,2,59619436.81,2.351360921
830520,2,59619460.33,2.351588465
830530,2,59619483.84,2.351815767
830540,2,59619507.36,2.352043119
830550,2,59619530.89,2.352270376
830560,2,59619554.41,2.352497482
830570,2,59619577.94,2.352724506
830580,2,59619601.46,2.352951227
830590,2,59619625,2.353178129
830600,2,59619648.53,2.353404689
830610,2,59619672.06,2.353631412
830620,2,59619695.6,2.35385754
830630,2,59619719.14,2.35408376
830640,2,59619742.68,2.354310175
830650,2,59619766.22,2.354536419
830660,2,59619789.77,2.354762163
830670,2,59619813.32,2.354988154
830680,2,59619836.87,2.355213836
830690,2,59619860.43,2.355439425
830700,2,59619883.98,2.355665232
830710,2,59619907.54,2.35589067
830720,2,59619931.1,2.356115758
830730,2,59619954.66,2.356341093
830740,2,59619978.23,2.356566199
830750,2,59620001.79,2.35679128
830760,2,59620025.36,2.357016091
830770,2,59620048.93,2.357240925
830780,2,59620072.51,2.35746556
830790,2,59620096.08,2.357690018
830800,2,59620119.66,2.357914396
830810,2,59620143.24,2.358138792
830820,2,59620166.82,2.358363084
830830,2,59620190.41,2.35858729
830840,2,59620214,2.358811228
830850,2,59620237.58,2.35903518
830860,2,59620261.18,2.359258902
830870,2,59620284.77,2.359482576
830880,2,59620308.36,2.35970598
830890,2,59620331.96,2.359929531
830900,2,59620355.56,2.36015278
830910,2,59620379.17,2.360376095
830920,2,59620402.77,2.360599184
830930,2,59620426.38,2.360821833
830940,2,59620449.99,2.361045134
830950,2,59620473.6,2.361267647
830960,2,59620497.21,2.361490455
830970,2,59620520.83,2.361712728
830980,2,59620544.45,2.361935373
830990,2,59620568.07,2.362157659
831000,2,59620591.69,2.362380057
831010,2,59620615.32,2.362602004
831020,2,59620638.94,2.362824
831030,2,59620662.57,2.363045568
831040,2,59620686.2,2.363267355
831050,2,59620709.84,2.363489173
831060,2,59620733.47,2.363710374
831070,2,59620757.11,2.363931975
831080,2,59620780.75,2.364153461
831090,2,59620804.39,2.364374554
831100,2,59620828.04,2.364595392
831110,2,59620851.69,2.364816482
831120,2,59620875.34,2.365037267
831130,2,59620898.99,2.365258094
831140,2,59620922.64,2.365478469
831150,2,59620946.3,2.365698824
831160,2,59620969.95,2.365919221
831170,2,59620993.61,2.366139721
831180,2,59621017.28,2.366359677
831190,2,59621040.94,2.366579803
831200,2,59621064.61,2.366799563
831210,2,59621088.28,2.367019242
831220,2,59621111.95,2.367239025
831230,2,59621135.62,2.367458813
831240,2,59621159.3,2.36767798
831250,2,59621182.98,2.367897418
831260,2,59621206.66,2.368116516
831270,2,59621230.34,2.368335836
831280,2,59621254.02,2.368554649
831290,2,59621277.71,2.368773388
831300,2,59621301.4,2.368992187
831310,2,59621325.09,2.369210673
831320,2,59621348.78,2.369429305
831330,2,59621372.48,2.369647777
831340,2,59621396.18,2.369865901
831350,2,59621419.88,2.370084043
831360,2,59621443.58,2.370302189
831370,2,59621467.28,2.370520122
831380,2,59621490.99,2.37073775
831390,2,59621514.7,2.370955411
831400,2,59621538.41,2.371172985
831410,2,59621562.12,2.371390353
831420,2,59621585.84,2.371607751
831430,2,59621609.55,2.371824814
831440,2,59621633.27,2.372042043
831450,2,59621656.99,2.372258891
831460,2,59621680.72,2.372475815
831470,2,59621704.44,2.372692534
831480,2,59621728.17,2.372909074
831490,2,59621751.9,2.373125618
831500,2,59621775.63,2.373342026
831510,2,59621799.37,2.373558155
831520,2,59621823.1,2.373774245
831530,2,59621846.84,2.373990275
831540,2,59621870.58,2.374206256
831550,2,59621894.33,2.374421995
831560,2,59621918.07,2.374637822
831570,2,59621941.82,2.374853047
831580,2,59621965.57,2.375068447
831590,2,59621989.32,2.375283741
831600,2,59622013.08,2.375498767
831610,2,59622036.83,2.375713976
831620,2,59622060.59,2.375928835
831630,2,59622084.35,2.376143769
831640,2,59622108.11,2.376358275
831650,2,59622131.88,2.376572963
831660,2,59622155.64,2.376787244
831670,2,59622179.41,2.377001647
831680,2,59622203.19,2.377215552
831690,2,59622226.96,2.37742992
831700,2,59622250.73,2.377643921
831710,2,59622274.51,2.377857781
831720,2,59622298.29,2.3780713
831730,2,59622322.07,2.378284896
831740,2,59622345.86,2.378498263
831750,2,59622369.64,2.378711769
831760,2,59622393.43,2.378924863
831770,2,59622417.22,2.379137993
831780,2,59622441.01,2.379350901
831790,2,59622464.81,2.379563846
831800,2,59622488.6,2.379776502
831810,2,59622512.4,2.379989259
831820,2,59622536.2,2.380201463
831830,2,59622560.01,2.380413831
831840,2,59622583.81,2.380626143
831850,2,59622607.62,2.380838298
831860,2,59622631.43,2.38105031
831870,2,59622655.24,2.381261957
831880,2,59622679.05,2.381473804
831890,2,59622702.87,2.381685472
831900,2,59622726.69,2.381896854
831910,2,59622750.51,2.382108114
831920,2,59622774.33,2.382319452
831930,2,59622798.15,2.382530696
831940,2,59622821.98,2.382741657
831950,2,59622845.81,2.382952234
831960,2,59622869.64,2.383163154
831970,2,59622893.47,2.383373738
831980,2,59622917.31,2.383584128
831990,2,59622941.14,2.38379482
832000,2,59622964.98,2.384004694
832010,2,59622988.82,2.38421504
832020,2,59623012.67,2.384424962
832030,2,59623036.51,2.384634672
832040,2,59623060.36,2.38484467
832050,2,59623084.21,2.385054098
832060,2,59623108.06,2.3852635
832070,2,59623131.91,2.385472989
832080,2,59623155.77,2.385682266
832090,2,59623179.63,2.385891271
832100,2,59623203.49,2.386100164
832110,2,59623227.35,2.386309233
832120,2,59623251.21,2.386517835
832130,2,59623275.08,2.3867264
832140,2,59623298.95,2.386934894
832150,2,59623322.82,2.387143445
832160,2,59623346.69,2.387351534
832170,2,59623370.56,2.387559509
832180,2,59623394.44,2.387767524
832190,2,59623418.32,2.387975449
832200,2,59623442.2,2.388182915
832210,2,59623466.08,2.388390701
832220,2,59623489.97,2.388597869
832230,2,59623513.86,2.388805447
832240,2,59623537.75,2.389012642
832250,2,59623561.64,2.389219573
